codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
22224-2B001-OEM|JGO. GOMA VALVULA KIA PICANTO|PICAN|00108|7.9100|6.8800|2.0200|CHINA|||
94240-22015|GUAYA KILOMETRAJE ACCENT|ACCEN|00077|11.4800|9.9800|3.3500|KOREA|||
20910-22P00|JGO. EMPACADURA ACCENT 1.3|ACCEN|00143|31.8300|27.6800|9.5800|KOREA|||
20910-22A010|JGO. EMPACADURA ACCENT 1.5|ACCEN|00077|34.1600|29.7000|11.6400|KOREA|||
20910-26E00|JGO. EMPACADURA GETZ 1.6|ELGTZ|00143|34.5300|30.0300|11.6400|KOREA|||
57410LM29710|RODAMIENTO DELANTERO ACCENT|ACCEN|00137|11.5700|10.0600|3.0500|KOREA|||
21030-23000-025|JGO. SEPARADOR AXIAL TUCSON 0.25(010)|TUCSO|00142|4.9500|4.3000|1.2500|KOREA|||
22211-22003|JGO. VALVULA ADMISION ACCENT PAQT 8 PCS|ACCEN|00108|33.1100|28.7900|8.4600|CHINA|||
21930-1C130-SE|BASE CAJA TRASERA CHUPETA HYUNDAI GETZ T/M|ELGTZ|00118|20.0100|17.4000|5.8000|CHINA|||
21810-1C200|BASE MOTOR RH HYUNDAI GETZ(1C220)|ELGTZ|00163|54.8600|47.7000|11.8000|KOREA|||
21810-2E000-CH|BASE MOTOR RH HYUNDAI TUCSON (2E200)|TUCSO|00163|50.8500|44.2200|13.4000|KOREA|||
54820-FD000-CH|BIELETA DEL. LH KIA RIO STYLUS|RIO|00143|12.7800|11.1100|3.2600|KOREA|||
54830-FD001-CH|BIELETA DEL. RH KIA RIO STYLUS|RIO|00143|12.7800|11.1100|3.2600|KOREA|||
0K30E-18-10X-CH|BOBINA ENCENDIDO KIA RIO STYLUS 1.5|RIO|00143|79.4900|69.1200|21.9700|KOREA|||
27301-23700-CH|BOBINA ENCENDIDO HYUNDAI TUCSON / KIA SPORTAGE 2.0|TUCSO|00143|81.1900|70.6000|22.7000|KOREA|||
41610-22060-CH|BOMBA CLUTCH SUP. HYUNDAI ACCENT|ACCEN|00143|33.1000|28.7800|9.1500|KOREA|||
31110-1C00-REEM|BOMBA GASOLINA HYUNDAI GETZ TODOS|ELGTZ|00143|155.7600|135.4400|41.5800|KOREA|||
24321-26020-CH|CADENA LEVA HYUNDAI GETZ 1.6 GENERICA|GETZ|00077|15.4200|13.4100|3.9400|KOREA|||
21433-32000|ESTOPERA TRASERA CIG. HYUNDAI TUCSON|TUCSO|00108|3.9900|3.4700|0.9600|CHINA|||
0B37C-10602B-CH|ESTOPERA BOMBA ACEITE KIA RIO 1.5 EMPAQ|ESTO|00108|2.0600|1.7900|0.3100|CHINA|||
006Y0-11-SJ0|JGO. SEPARADOR AXIAL KIA PREGIO STD|PREGI|00254|10.2000|9.0000|2.0100|KOREA|||
58305-1CA00|JGO. BANDA DE FRENO HYUNDAI GETZ|ELGTZ|00007|36.0800|31.3700|8.0100|KOREA|||
21831-4A021|BASE CAJA TRAS. HYUNDAI H1 06-07 21813|H1|00002|28.6700|24.9300|8.3100|KOREA|||
21810-07050|BASE MOTOR RH KIA PICANTO|PICAN|00163|53.2900|46.3400|12.8800|KOREA|||
25100-2Y000|BOMBA AGUA KIA SEPHIA / SPECTRA / CARENS 1.8|OTROS|00002|65.3700|56.8400|15.7900|KOREA|||
0S089-41400-K|BOMBA CLUTCH SUP. KIA PREGIO KOREA|PREGI|00058|0.0000|0.0000|0.0000|KOREA|||
25100-4Z000|BOMBA AGUA KIA PREGIO 3.0 CUELLO CORTO|PREGI|00002|64.1200|50.0000|13.9300|KOREA|||
0K72A-32600B|BOMBA DIRECCION KIA PREGIO 3.0|PREGI|00192|162.1300|140.9800|44.7800|KOREA|||
0K72A-43400-K|BOMBA FRENO KIA PREGIO 3.0 / 0K72B-43400|PREGI|00114|79.9300|69.5000|15.2600|KOREA|||
0K72A-43400|BOMBA FRENO KIA PREGIO 3.0 KCB0540|PREGI|00069|125.8800|109.4600|28.2600|KOREA|||
31110-2D000|BOMBA GASOLINA HYUNDAI ELANTRA|ELGTZ|00144|112.7200|98.0200|42.4500|KOREA|||
31110-1C000|BOMBA GASOLINA HYUNDAI GETZ|ELGTZ|00166|119.7800|104.1600|37.4400|KOREA|||
33110-07150|BOMBA GASOLINA KIA PICANTO|PICAN|00144|150.7800|131.1100|39.0200|KOREA|||
0K30A-1335ZA|BOMBA GASOLINA KIA RIO 1.5 PMC (1335ZB)|RIO|00002|138.1000|120.0900|44.6800|KOREA|||
31110-2E000|BOMBA GASOLINA HYUNDAI TUCSON|TUCSO|00144|112.2200|97.5800|39.8200|KOREA|||
0K60A-34-156|BUJE BARRA ESTAB. DEL. KIA PREGIO 3.0|PREGI|00036|1.2900|1.1200|0.2100|KOREA|||
54813-FD000|BUJE BARRA ESTAB. DEL. KIA RIO|RIO|00163|3.4400|2.9900|0.1700|KOREA|||
54813-3K100|BUJE BARRA ESTAB. KIA SORENTO / STA FE / SONATA|OTROS|00209|6.3300|5.5000|0.3800|KOREA|||
54813-3E000|BUJE BARRA ESTAB. DEL. KIA SORENTO 3.5 - 3.8|OTROS|00095|3.3900|2.9500|0.3900|KOREA|||
0K55A-28-156|BUJE BARRA ESTAB. TRAS. KIA PREGIO 3.0|PREGI|00007|5.0800|4.4200|0.3100|KOREA|||
27460-39010|JGO. CABLE BUJIA KIA SEDONA 3.5 (3 CABLES)|OTROS|00182|34.3500|25.0000|5.4400|KOREA|||
24321-37100|CADENA LEVA KIA SPORTAGE 2.7 MOBIS|SPTFE|00004|47.7700|41.5400|5.9400|KOREA|||
22100-26100|CAMARA MOTOR HYUNDAI GETZ / ELANTRA 1.6 REMANU|ELGTZ|00005|517.5000|450.0000|151.7500|KOREA|||
25611-26100|CARCAZA TERMOST. HYUNDAI GETZ SUP. CORTA|ELGTZ|00122|15.8900|13.8200|2.7100|KOREA|||
25620-23501|CARCAZA TERMOST. TUCSON INF. LARGA|TUCSO|00122|30.4600|26.4900|6.4000|KOREA|||
25631-23501|CARCAZA TERMOST. TUCSON SUP. CORTA|TUCSO|00074|9.1800|7.9800|1.7900|KOREA|||
0W001-25150A|CHUMACERA PUENTE CENTRA KIA PREGIO 3.0 (0W002-25150A)|PREGI|00046|29.2800|25.4600|4.9400|KOREA|||
0K72A-26610|CILINDRO FRENO RH KIA PREGIO 13T0138CG|PREGI|00069|39.4800|34.3300|7.7300|KOREA|||
0K72A-26710|CILINDRO FRENO LH KIA PREGIO 13R0139CG|PREGI|00069|39.4800|34.3300|8.2500|KOREA|||
0K65B-32611|CORREA DIRECCION KIA PREGIO 3.0 A34.4|PREGI|00007|7.3700|6.4100|1.9700|KOREA|||
0K72A-16460|DISCO EMBRAGUE KIA PREGIO 3.0|PREGI|00146|90.3900|78.6000|23.3000|KOREA|||
51712-2E300|DISCO FRENO DEL. HYUNDAI TUCSON 1F300|TUCSO|00066|83.3600|72.4900|20.8900|KOREA|||
51715-2D310|DISCO FRENO DEL. HYUNDAI ELANTRA XD 51712-2D300|ELGTZ|00023|64.9800|56.5000|16.7500|KOREA|||
51712-1C000|DISCO FRENO DEL. HYUNDAI GETZ 1.6|ELGTZ|00044|50.1300|43.5900|13.6600|KOREA|||
51712-1C050|DISCO FRENO DELT. GETZ 1.3|ELGTZ|00007|51.0800|44.4200|10.7000|KOREA|||
0K72F-33-251|DISCO FRENO KIA PREGIO 0K73F|PREGI|00137|72.4500|63.0000|13.0500|KOREA|||
22311-3CAD0|EMPACADURA CAMARA RH KIA SEDONA 3.8|OTROS|00002|19.6200|17.0600|3.9900|KOREA|||
22311-3CAC0|EMPACADURA CAMARA LH KIA SEDONA 3.8 22311-3C200|OTROS|00002|19.6200|17.0600|3.8700|KOREA|||
22441-3C110|EMPACADURA TAPA VALVULA RH SEDO/SONA/SOREN|OTROS|00163|12.0800|10.5000|1.3300|KOREA|||
2244138010|EMPACADURA TA.VALVULA HYUNDAI H1 07 38002|H1|00163|6.3500|5.5200|1.0300|KOREA|||
22453-3C120|EMPACADURA TAPA VALVULA LH SEDO/SONA/SOREN 22453-3C110|OTROS|00163|12.0800|10.5000|1.3300|KOREA|||
0VS0110602|ESTOPERA DEL. CIGUENAL KIA PREGIO 3.0|PREGI|00110|5.1800|4.5000|1.0800|KOREA|||
01358-27165|ESTOPERA YOKI TRANSMISION KIA PREGIO|PREGI|00064|8.4900|6.9000|0.5100|KOREA|||
24150-23761|FILTRO OCV HYUNDAI TUCSON|TUCSO|00108|9.3000|8.0900|3.1200|CHINA|||
31911-2F000|FILTRO GASOLINA KIA CERATO 1.6|OTROS|00002|34.8900|30.3400|9.3600|KOREA|||
24521-22010-OEM|FLAUTA ADM. ACCENT MOBIS|ACCEN|00004|36.2000|31.4800|8.1400|KOREA|||
Q0K74P60960|FLOTANTE - TANQUE PREGIO|PREGI|00004|136.3900|118.6000|31.7700|KOREA|||
94460-2D001|FLOTANTE GASOLINA HYUNDAI ELANTRA 3 CABLES OEM KOREA|ELGTZ|00014|17.2500|15.0000|7.5000|KOREA|||
94460-2D030|FLOTANTE GASOLINA HYUNDAI ELANTRA 2 CABLES|ELGTZ|00147|22.5900|19.6400|5.5000|KOREA|||
94460-1C000|FLOTANTE GASOLINA HYUNDAI GETZ|ELGTZ|00147|16.7300|14.5500|5.0200|KOREA|||
94460-2E000|FLOTANTE GASOLINA HYUNDAI TUCSON PRINC. KOREA|TUCSO|00014|15.5000|13.4800|6.5000|KOREA|||
0K72A-41-660D|GUAYA ACELERADOR KIA PREGIO|PREGI|00163|19.0000|15.0000|2.5900|KOREA|||
0K75A-46600C|GUAYA SELECTORA KIA PREGIO 3.0|PREGI|00163|39.0800|33.0000|7.0300|KOREA|||
35310-23600-REB|INYECTOR ELANTRA/TUCSON|TUCSO|00148|31.1000|27.0400|7.7400|KOREA|||
35210-37150|INYECTOR SPORTAGE 2.7/ STA FE GOLD|OTROS|00034|44.1300|38.3700|7.3200|KOREA|||
HDK-110-VALEO|KIT DE EMBRAGUE TUCSON VALEO|TUCSO|00149|282.1000|245.3000|65.7000|KOREA|||
KS66410270|JGO. DE EMPACADURA SORENTO 3.8/SEDONA/VERACRUZ|OTROS|00163|220.3300|195.0000|48.4700|KOREA|||
23141-02610|LAINA CIGUENAL KIA PICANTO KOREA|PICAN|00007|7.7500|6.5000|0.5300|KOREA|||
0K01134160A|LAPIZ KIA PREGIO 3.0|PREGI|00163|19.6800|15.0000|3.4200|KOREA|||
0K72A72410B|MANILLA EXT. PUERTA CORREDIZA PREGIO|PREGI|00054|18.1700|15.8000|2.0900|KOREA|||
54500-FD000-KOR|MESETA LH KIA RIO STYLUS|RIO|00150|46.0000|40.0000|13.6000|KOREA|||
54501-FD000-KOR|MESETA RH KIA RIO STYLUS|RIO|00150|46.0000|40.0000|13.6000|KOREA|||
46512-39800|PINON VELOCIMETRO TUCSON 27DTS|TUCSO|00004|20.9500|18.2200|3.0000|KOREA|||
31380-2E000|REGULADOR GASOLINA HYUNDAI TUCSON|TUCSO|00004|35.3700|30.7600|8.8600|KOREA|||
42700-39055|SENSOR PARE NEUTRO TUCSON|TUCSO|00004|66.0400|57.4300|13.8800|KOREA|||
22410-23100|TAPA VALVULA HYUNDAI TUCSON|TUCSO|00140|86.2500|75.0000|27.9100|KOREA|||
0K20312101A|JGO. TAQUETE KIA RIO 1.5 16PCS KOREA (0K24712101)|RIO|00002|126.6700|110.1500|35.3600|KOREA|||
0K72A-32240|TERMINAL KIA PREGIO 3.0|PREGI|00163|15.5300|13.5000|3.0800|KOREA|||
25460-26000|TUBO DE AGUA ELANTRA/GETZ|ELGTZ|00122|15.5000|13.0000|2.4400|KOREA|||
25460-23000|TUBO DE AGUA HYUNDAI TUCSON|TUCSO|00122|15.9500|13.8700|2.3400|KOREA|||
0K71E-16520|HORQUILLA KIA PREGIO|PREGI|00023|11.3900|9.9000|1.9400|KOREA|||
0K72B-15909B|CORREA A/A KIA PREGIO A36.6|PREGI|00124|3.6700|3.1900|0.9700|KOREA|||
26330-4X000|FILTRO ACEITE KIA PREGIO 3.0|PREGI|00163|8.0000|6.9600|1.6800|KOREA|||
0K72A-32270A|ROTULA KIA PREGIO ROSCA GRUESA|PREGI|00182|17.1000|14.5000|3.7400|KOREA|||
0K72A-34830|BUJE PEQ. MESETA SUP. DEL. KIA PREGIO 3.0|PREGI|00095|5.3100|4.6200|1.3200|KOREA|||
0K72A-34-510A|MUNON KIA PREGIO 3.0|PREGI|00182|21.2200|18.4500|4.9400|KOREA|||
41610-1C000-K|BOMBA CLUTCH SUP. HYUNDAI GETZ VALEO|ELGTZ|00066|44.9000|39.0400|9.4100|KOREA|||
3191109000|FILTRO GASOLINA CARENS/SONATA 3.3|OTROS|00002|20.8600|18.1400|5.4800|KOREA|||
0K2AA20490|FILTRO GASOLINA KIA SPECTRA/CARENS|OTROS|00203|11.3900|9.9000|1.6000|KOREA|||
5654007600|ROTULA KIA PICANTO|PICAN|00182|10.9000|9.5000|2.4100|KOREA|||
577244D000|ROTULA KIA SEDONA|OTROS|00002|18.9800|16.5000|3.7000|KOREA|||
54840-4D000|BIELETA DEL. RH KIA SEDONA 3.8|OTROS|00209|15.4100|13.4000|2.2600|KOREA|||
54830-4D000|BIELETA DEL. LH KIA SEDONA 3.8|OTROS|00209|15.4100|13.4000|2.2600|KOREA|||
54830-2D000-K|BIELETA DEL. RH/LH HYUNDAI ELANTRA XD 34000|ELGTZ|00182|8.6300|6.7000|1.6700|KOREA|||
54830-4A600|BIELETA DEL. RH/LH HYUNDAI H1 06-07|H1|00209|8.5300|7.4200|1.7600|KOREA|||
54840-2B200|BIELETA DEL. RH HYUNDAI SANTA FE 2009/VER/SOR 2B00|SPTFE|00209|11.5000|10.0000|2.0100|KOREA|||
57724-2B000|ROTULA HYUNDAI SANTA FE 06-10 / SORENTO 11-13|SPTFE|00002|11.5000|10.0000|3.6100|KOREA|||
54500-2E000|MESETA LH HYUNDAI TUCSON|TUCSO|00002|68.8300|59.8500|20.8800|KOREA|||
54501-2E000|MESETA RH HYUNDAI TUCSON|TUCSO|00002|68.8300|59.8500|20.3100|KOREA|||
0K74T34720B|AMORTIGUADOR DEL. LH KIA PREGIO|PREGI|00151|63.4600|55.1800|16.9100|KOREA|||
0K74T34710B|AMORTIGUADOR DEL. RH KIA PREGIO|PREGI|00151|57.5800|50.0700|13.4100|KOREA|||
0K74P28700A|AMORTIGUADOR TRAS. RH/LH KIA PREGIO|PREGI|00151|44.2800|38.5000|15.2700|KOREA|||
2193007101|BASE CAJA HUESITO KIA PICANTO T/A OEM|PICAN|00004|57.3200|49.8400|13.3500|KOREA|||
21830-2D000|BASE CAJA LH HYUNDAI ELANTRA T/M|ELGTZ|00163|36.6600|31.8800|8.5500|KOREA|||
21830-1C270-K|BASE CAJA LH HYUNDAI GETZ 1C270|ELGTZ|00169|56.3500|42.2500|11.9500|KOREA|||
21830-1C370-K|BASE CAJA LH HYUNDAI GETZ 1C370|ELGTZ|00095|54.5700|47.4500|15.9300|KOREA|||
21830-1C270-CAR|BASE CAJA LH HYUNDAI GETZ CARDEX|ELGTZ|00095|64.0100|55.6600|14.9100|KOREA|||
2183007100|BASE CAJA LH KIA PICANTO KOREA|PICAN|00243|28.7500|25.0000|8.0300|KOREA|||
21810-2E200-MOB|BASE MOTOR RH HYUNDAI TUCSON MOBIS|TUCSO|00002|128.4400|111.6900|29.9100|KOREA|||
21930-1C130|BASE CAJA TRASERA CHUPETA HYUNDAI GETZ T/M KOREA|ELGTZ|00002|24.1500|21.0000|7.0500|KOREA|||
54830-2E000|BIELETA DEL. RH/LH HYUNDAI TUCSON KOREA 2E100/2E200|TUCSO|00095|12.0800|8.5000|1.8900|KOREA|||
94460-1C000-OEM|FLOTANTE GETZ 1.6 MOBIS|ELGTZ|00004|39.2600|34.1400|7.5200|KOREA|||
2222423500-KOS|JGO. GOMA VALVULA TUCSON / ELANTRA / GETZ 3E000|TUCSO|00261|15.1200|9.0000|2.4000|KOREA|||
24431-26000-OEM|GUIA CADENA GETZ MOBIS|GETZ|00004|11.7900|10.2500|0.6600|KOREA|||
23060-26985|JGO. CONCHA BIELA  HYUNDAI ACC/GETZ 0.10 (0.25)|ELGTZ|00065|10.5800|9.2000|2.6000|KOREA|||
23060-22953|JGO. CONCHA BIELA ACC/GETZ 0.30(0.75)|GETZ|00121|8.0500|7.0000|1.8700|KOREA|||
0K3Y011SFX|JGO. CONCHA BIELA KIA RIO 0.20 (0.50)|RIO|00005|6.9500|6.0400|2.3200|KOREA|||
82650-1C000CA|MANILLA EXT. LH HYUNDAI GETZ|ELGTZ|00122|2.8800|2.5000|1.3600|KOREA|||
82650-2E000|MANILLA EXT. LH HYUNDAI TUCSON|TUCSO|00004|40.7300|35.4200|5.7500|KOREA|||
82650-2E020|MANILLA EXT. LH HYUNDAI TUCSON KOREA|TUCSO|00007|13.5500|11.7800|3.5300|KOREA|||
826601C000CA|MANILLA EXT. RH GETZ|ELGTZ|00007|12.7400|11.0800|1.6000|KOREA|||
54500-1C000|MESETA HYUNDAI GETZ LH|ELGTZ|00002|60.3800|52.5000|14.0400|KOREA|||
25310-2D010|RADIADOR HYUNDAI ELANTRA T/A|ELGTZ|00154|174.1700|151.4500|46.8900|KOREA|||
25310-1C100|RADIADOR HYUNDAI GETZ 1.6 T/M|ELGTZ|00137|112.7000|98.0000|27.1900|KOREA|||
577242E000|ROTULA HYUNDAI TUCSON|TUCSO|00182|14.3800|12.5000|3.6800|KOREA|||
224002X001-K|TAPA VALVULA KIA RIO STYLUS|RIO|00007|79.7900|69.3800|21.6800|KOREA|||
2546126000|TUBO AGUA ELANTRA/GETZ MOBIS|ACCEN|00004|15.6500|13.6100|3.6500|KOREA|||
22211-23600-OEM|VALVULA ADM. TUCSON OEM|TUCSO|00004|12.4800|10.8500|2.9000|KOREA|||
22212-23600-OEM|VALVULA ESC. HYUNDAI TUCSON OEM|TUCSO|00004|14.6900|12.7700|3.4200|KOREA|||
4PK890|CORREA ALTERNADOR KIA RIO STYLUS 885|RIO|00077|6.4200|5.5800|1.5600|CHINA|||
54830-1C000-DLZ|BIELETA DEL. LH HYUNDAI GETZ|ELGTZ|00182|11.0700|7.5000|1.7600|KOREA|||
54840-1C000-DLZ|BIELETA DEL. RH HYUNDAI GETZ|ELGTZ|00182|11.0700|7.5000|1.7600|KOREA|||
0K30E-18-140-CH|JGO. CABLE BUJIA KIA RIO 1.5 GENERICO|RIO|00077|16.2600|14.1400|5.7900|KOREA|||
72*96*9|ESTOPERA TRASERA CIG. ACCENT|ACCEN|00077|2.5400|2.2100|0.7900|KOREA|||
54500-1C000-CH|MESETA HYUNDAI GETZ LH SEONG|ELGTZ|00062|43.1300|37.5000|10.5000|CHINA|||
54501-1C000-CH|MESETA HYUNDAI GETZ RH SEONG|ELGTZ|00062|43.1300|37.5000|10.5000|CHINA|||
39180-22090-CH|SENSOR POSICION CIGUENAL ACCENT 3PIN REEMPLAZO|ACCEN|00108|17.0000|14.7800|5.4400|CHINA|||
39350-22040-SEO|SENSOR ARBOL DE LEVA HYUNDAI ACCENT SEONG|ACCEN|00062|12.6500|11.0000|3.0000|CHINA|||
55820-2E000-CH|TERMINAL TUCSON/SPORTAGE LH|TUCSO|00143|14.4900|12.6000|5.1500|KOREA|||
56820-2E000-CH|TERMINAL TUCSON/SPORTAGE RH|TUCSO|00143|14.4900|12.6000|5.1500|KOREA|||
35150-22600|VALVULA IAC GETZ/TUC/RIO/ELAN SEONG|ELGTZ|00062|24.1500|21.0000|7.0000|CHINA|||
0K3Y-11XBX|JGO. PISTON KIA RIO 1.5 0.20(0.50) SEONG (11-SBX)|RIO|00062|47.7700|41.5400|12.0000|CHINA|||
0K2021505A|TAPA RADIADOR KIA/HYUNDAI TODOS 0.9LBS|PREGI|00122|3.6900|3.2100|0.6400|KOREA|||
54551-2E000-CH|BUJE PEQ. MESETA INF. DEL. HYUNDAI TUCSON|TUCSO|00143|7.3700|6.4100|2.3700|KOREA|||
54551-2D000-CH|BUJE LAZITO MESETA DEL. HYUNDAI ELANTRA|ELGTZ|00143|11.0100|9.5700|2.7500|KOREA|||
3PK675|CORREA DIRECCION TUCSON/ELANTRA|TUCSO|00077|7.2300|6.2900|0.9600|KOREA|||
4PK875|CORREA ALTERNADOR ACCENT|ACCEN|00077|7.2300|6.2900|2.6100|KOREA|||
21910-2E000-CH|BASE MOTOR DEL. HYUNDAI TUCSON / SPORTAGE|TUCSO|00143|38.0900|33.1200|13.7400|KOREA|||
23410-22360-050|JGO. PISTON ACCENT 1.3 0.20 (0.50) SEONG|ACCEN|00062|41.7400|36.3000|10.2000|CHINA|||
23410-22360-STD|JGO. PISTON ACCENT 1.3 STD|ACCEN|00143|72.0700|62.6700|23.6600|KOREA|||
54530-07000-CH|MUNON KIA PICANTO|PICAN|00143|12.1200|10.5400|3.9700|KOREA|||
24610-22600-CH|JGO. TAQUETES ACCENT 12 PCS|ACCEN|00143|86.3600|75.1000|28.3400|KOREA|||
26820-37010|TERMINAL ACCENT/GETZ/ELAN|GETZ|00143|11.1600|9.7000|3.6600|KOREA|||
56820-07000-CH|TERMINAL KIA RIO REEMPLAZO|RIO|00143|11.6600|10.1400|3.8300|KOREA|||
41610-22050-TCI|BOMBA CLUTCH SUP. HYUNDAI ACCENT KAC0660|ACCEN|00069|43.7900|38.0800|10.9200|KOREA|||
41610-2D100|BOMBA CLUTCH SUP. HYUNDAI ELANTRA KAC1020|ELGTZ|00069|54.2800|47.2000|13.4500|KOREA|||
24100-26601|ARBOL LEVA ADM. HYUNDAI GETZ 1.6|ELGTZ|00140|106.8800|92.9400|30.8900|KOREA|||
KIT-064|KIT TIEMPO SORENTO 3.5/ SEDONA 3.5 K015611XS|OTROS|00031|246.4700|214.3200|55.4100|KOREA|||
KIT-K101|KIT TIEMPO CARENS II 1.8 K015487XS|OTROS|00031|93.0100|80.8800|20.9100|KOREA|||
KIT-H01|KIT TIEMPO L300|OTROS|00031|144.1800|125.3700|32.4100|KOREA|||
54530-07000|MUNON KIA PICANTO|PICAN|00007|9.7700|8.5000|3.1200|KOREA|||
0K77P-15200B|RADIADOR KIA PREGIO 3.0|PREGI|00007|148.0700|128.7600|42.9200|KOREA|||
54830-2B200|BIELETA DEL. LH HYUNDAI SANTA FE 2009/VER/SOR 2B00|SPTFE|00209|11.5000|10.0000|2.0600|KOREA|||
25620-26160|CARCAZA TERMOSTATO HYUNDAI GETZ LARGA KOREA|ELGTZ|00122|17.2500|15.0000|5.7200|KOREA|||
21830-1C370-KP|BASE CAJA LH HYUNDAI GETZ SEONG|ELGTZ|00062|38.6500|33.6100|10.5000|CHINA|||
21830-07100-KP|BASE CAJA LH KIA PICANTO KP|PICAN|00118|41.7700|36.3200|10.1000|CHINA|||
21810-FD060-KP|BASE MOTOR RH KIA RIO STYLUS 3 SEONG|RIO|00062|25.9100|22.5300|7.8000|CHINA|||
0K30F39050A-KP|BASE MOTOR KIA RIO STYLUS 1 SEONG|RIO|00062|27.3600|23.7900|4.7000|CHINA|||
21810-1C220-KP|BASE MOTOR RH HYUNDAI GETZ SEONG|ELGTZ|00062|40.2500|35.0000|9.0000|CHINA|||
54830-07000-KP|BIELETA DEL. LH KIA PICANTO KP|PICAN|00118|7.9400|6.9000|1.9500|CHINA|||
54840-07000-KP|BIELETA DEL. RH KIA PICANTO KP|PICAN|00118|7.9400|6.9000|1.9500|CHINA|||
21310-37100-SEO|BOMBA ACEITE KIA SPORTAGE 2.7 SEONG|SPTFE|00062|125.8300|109.4200|20.6000|CHINA|||
25100-37201-SEO|BOMBA AGUA KIA SPORTAGE 2.7/ SANTA FE GOLD SEONG|SPTFE|00062|49.3200|42.8900|11.3300|CHINA|||
41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEONG|ELGTZ|00062|32.7800|28.5000|8.0000|CHINA|||
31110-2D000-SEO|BOMBA GASOLINA HYUNDAI ELANTRA SEONG|ELGTZ|00062|96.4700|83.8900|23.5000|CHINA|||
31110-1C000-SEO|BOMBA GASOLINA HYUNDAI GETZ SEONG|ELGTZ|00062|72.8500|63.3500|23.5000|CHINA|||
31110-07150-SEO|BOMBA GASOLINA KIA PICANTO SEONG|PICAN|00062|72.8500|63.3500|23.5000|CHINA|||
0K30A-1335ZB-SE|BOMBA GASOLINA KIA RIO SEONG|RIO|00062|89.9000|78.1700|21.9000|CHINA|||
31110-2E001-SEO|BOMBA GASOLINA HYUNDAI TUCSON SEONG|TUCSO|00062|89.6700|77.9700|23.5000|CHINA|||
42421-39000-KP|COLLARIN HYUNDAI ELANTRA KP|ELGTZ|00118|19.4500|16.9100|2.5000|CHINA|||
23060-23911-050|JGO. CONCHA BIELA HYUNDAI TUCSON 0.20 (0.50) SEONG|TUCSO|00062|8.6000|7.4800|1.8500|CHINA|||
23060-23911-STD|JGO. CONCHA BIELA TUCSON STD|TUCSO|00062|9.4600|8.2300|1.8500|CHINA|||
4PK850-SEONG|CORREA A/A 4PK850|TUCSO|00062|3.5900|3.1200|1.5000|CHINA|||
24521-22010-SEO|FLAUTA ADM HYUNDAI ACCENT SEONG|ACCEN|00062|23.7900|20.6900|5.4000|CHINA|||
94460-2D001-SEO|FLOTANTE HYUNDAI ELANTRA 3 CABLES SEONG|ELGTZ|00062|13.8900|12.0800|3.3500|CHINA|||
94460-2D030-SEO|FLOTANTE HYUNDAI ELANTRA 2 CABLES SEONG|ELGTZ|00062|13.8900|12.0800|3.3500|CHINA|||
94460-1C000-SEO|FLOTANTE HYUNDAI GETZ SEONG|ELGTZ|00062|13.8900|12.0800|3.0000|CHINA|||
0K30A-60960-SEO|FLOTANTE KIA RIO SEONG|RIO|00062|13.8900|12.0800|2.8000|CHINA|||
94460-2E200-SEO|FLOTANTE TUCSON SECUNDARIO|TUCSO|00062|13.8900|12.0800|3.3500|CHINA|||
KITTUC030|KIT PISTON Y ANILLO TUCSON 0.30 (0.75)|TUCSO|00062|83.2000|72.3500|19.7000|CHINA|||
KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75)|ELGTZ|00062|83.2000|72.3500|17.5000|CHINA|||
23410-23942050K|JGO. PISTON TUCSON 0.20 2MM SEONG|TUCSO|00062|54.5300|47.4200|13.7000|CHINA|||
21020-02591-025|JGO. CONCHA BANCADA PICANTO 0.10 (0.25)|PICAN|00062|14.8700|12.9300|2.3000|CHINA|||
21020-02592-050|JGO. CONCHA BANCADA PICANTO 0.20 (0.50)|PICAN|00062|14.8700|12.9300|2.3000|CHINA|||
21020-02500-STD|JGO. CONCHA BANCADA PICANTO STD|PICAN|00062|14.8700|12.9300|2.5000|CHINA|||
23060-02591-025|JGO. CONCHA BIELA KIA PICANTO 0.10 (0.25)|PICAN|00062|8.9700|7.8000|1.7500|CHINA|||
23060-02591-020|JGO. CONCHA BIELA KIA PICANTO 0.20 (0.50)|PICAN|00062|8.9700|7.8000|1.7500|CHINA|||
23060-02502-STD|JGO. CONCHA BIELA KIA PICANTO STD|PICAN|00062|8.9700|7.8000|1.7500|CHINA|||
KIK-017-KP|KIT EMBRAGUE KIA RIO 1.5 KP|RIO|00118|113.2500|98.4800|24.0000|CHINA|||
82620-1C000-KP|MANILLA INT. RH HYUNDAI GETZ SEONG|ELGTZ|00062|8.9800|7.8100|1.8000|CHINA|||
82610-1C000-KP|MANILLA INT. LH HYUNDAI GETZ SEONG|ELGTZ|00062|8.9800|7.8100|1.8000|CHINA|||
82650-FD010XX|MANILLA EXT. LH KIA RIO STYLUS SEONG|RIO|00062|10.9300|9.5000|1.9500|CHINA|||
82660-FD010XX|MANILLA EXT. RH KIA RIO STYLUS SEONG|RIO|00062|10.9300|9.5000|1.9500|CHINA|||
